_______June_2022_____________T-AIRS(^S^o^N^C) Anomaly vs 2007-2016              
   i   j     lon     lat    array(i,j)
 163   4  145.00  -83.00        2.7173
 164   4  147.00  -83.00        2.7173
 165   4  149.00  -83.00        2.7173
 166   4  151.00  -83.00        2.7173
 167   4  153.00  -83.00        2.7173
 168   4  155.00  -83.00        2.7173
 169   4  157.00  -83.00        2.7173
 170   4  159.00  -83.00        2.7173
 171   4  161.00  -83.00        2.7173
 172   4  163.00  -83.00        2.7173
 173   4  165.00  -83.00        2.7173
 174   4  167.00  -83.00        2.7173
 175   4  169.00  -83.00        2.7173
 176   4  171.00  -83.00        2.7173
 177   4  173.00  -83.00        2.7173
 178   4  175.00  -83.00        2.7173
 179   4  177.00  -83.00        2.7173
 180   4  179.00  -83.00        2.7173
   1   5 -179.00  -81.00       -0.8851
   2   5 -177.00  -81.00       -0.8851
   3   5 -175.00  -81.00       -0.8851
   4   5 -173.00  -81.00       -0.8851
   5   5 -171.00  -81.00       -1.7405
   6   5 -169.00  -81.00       -2.5960
   7   5 -167.00  -81.00       -2.5960
   8   5 -165.00  -81.00       -2.5960
   9   5 -163.00  -81.00       -2.5960
  10   5 -161.00  -81.00       -3.9327
  11   5 -159.00  -81.00       -3.9327
  12   5 -157.00  -81.00       -3.9327
  13   5 -155.00  -81.00       -3.9327
  14   5 -153.00  -81.00       -3.0296
  15   5 -151.00  -81.00       -2.1265
  16   5 -149.00  -81.00       -2.1265
  17   5 -147.00  -81.00       -2.1265
  18   5 -145.00  -81.00       -2.1265
  19   5 -143.00  -81.00       -1.1679
  20   5 -141.00  -81.00       -1.1679
  21   5 -139.00  -81.00       -1.1679
  22   5 -137.00  -81.00       -1.1679
  23   5 -135.00  -81.00       -0.4442
  24   5 -133.00  -81.00        0.2795
  25   5 -131.00  -81.00        0.2795
  26   5 -129.00  -81.00        0.2795
  27   5 -127.00  -81.00        0.2795
  28   5 -125.00  -81.00        0.1433
  29   5 -123.00  -81.00        0.1433
  30   5 -121.00  -81.00        0.1433
  31   5 -119.00  -81.00        0.1433
  32   5 -117.00  -81.00        0.4999
  33   5 -115.00  -81.00        0.8566
  34   5 -113.00  -81.00        0.8566
  35   5 -111.00  -81.00        0.8566
  36   5 -109.00  -81.00        0.8566
  37   5 -107.00  -81.00        2.6274
  38   5 -105.00  -81.00        2.6274
  39   5 -103.00  -81.00        2.6274
  40   5 -101.00  -81.00        2.6274
  41   5  -99.00  -81.00        2.9490
  42   5  -97.00  -81.00        3.2706
  43   5  -95.00  -81.00        3.2706
  44   5  -93.00  -81.00        3.2706
  45   5  -91.00  -81.00        3.2706
  46   5  -89.00  -81.00        3.2873
  47   5  -87.00  -81.00        3.2873
  48   5  -85.00  -81.00        3.2873
  49   5  -83.00  -81.00        3.2873
  50   5  -81.00  -81.00        3.7470
  51   5  -79.00  -81.00        4.2067
  52   5  -77.00  -81.00        4.2067
  53   5  -75.00  -81.00        4.2067
  54   5  -73.00  -81.00        4.2067
  55   5  -71.00  -81.00        6.5541
  56   5  -69.00  -81.00        6.5541
  57   5  -67.00  -81.00        6.5541
  58   5  -65.00  -81.00        6.5541
  59   5  -63.00  -81.00        7.2241
  60   5  -61.00  -81.00        7.8941
  61   5  -59.00  -81.00        7.8941
  62   5  -57.00  -81.00        7.8941
  63   5  -55.00  -81.00        7.8941
  64   5  -53.00  -81.00        7.5062
  65   5  -51.00  -81.00        7.5062
  66   5  -49.00  -81.00        7.5062
  67   5  -47.00  -81.00        7.5062
  68   5  -45.00  -81.00        6.6165
  69   5  -43.00  -81.00        5.7267
  70   5  -41.00  -81.00        5.7267
  71   5  -39.00  -81.00        5.7267
  72   5  -37.00  -81.00        5.7267
  73   5  -35.00  -81.00        4.5277
  74   5  -33.00  -81.00        4.5277
  75   5  -31.00  -81.00        4.5277
  76   5  -29.00  -81.00        4.5277
  77   5  -27.00  -81.00        3.6035
  78   5  -25.00  -81.00        2.6792
  79   5  -23.00  -81.00        2.6792
  80   5  -21.00  -81.00        2.6792
  81   5  -19.00  -81.00        2.6792
  82   5  -17.00  -81.00        0.7336
  83   5  -15.00  -81.00        0.7336
  84   5  -13.00  -81.00        0.7336
  85   5  -11.00  -81.00        0.7336
  86   5   -9.00  -81.00        0.8753
  87   5   -7.00  -81.00        1.0169
  88   5   -5.00  -81.00        1.0169
  89   5   -3.00  -81.00        1.0169
  90   5   -1.00  -81.00        1.0169
  91   5    1.00  -81.00        1.9139
  92   5    3.00  -81.00        1.9139
  93   5    5.00  -81.00        1.9139
  94   5    7.00  -81.00        1.9139
  95   5    9.00  -81.00        2.0645
  96   5   11.00  -81.00        2.2152
  97   5   13.00  -81.00        2.2152
  98   5   15.00  -81.00        2.2152
  99   5   17.00  -81.00        2.2152
 100   5   19.00  -81.00        2.2097
 101   5   21.00  -81.00        2.2097
 102   5   23.00  -81.00        2.2097
 103   5   25.00  -81.00        2.2097
 104   5   27.00  -81.00        2.1998
 105   5   29.00  -81.00        2.1900
 106   5   31.00  -81.00        2.1900
 107   5   33.00  -81.00        2.1900
 108   5   35.00  -81.00        2.1900
 109   5   37.00  -81.00        4.4554
 110   5   39.00  -81.00        4.4554
 111   5   41.00  -81.00        4.4554
 112   5   43.00  -81.00        4.4554
 113   5   45.00  -81.00        5.4692
 114   5   47.00  -81.00        6.4831
 115   5   49.00  -81.00        6.4831
 116   5   51.00  -81.00        6.4831
 117   5   53.00  -81.00        6.4831
 118   5   55.00  -81.00        7.3240
 119   5   57.00  -81.00        7.3240
 120   5   59.00  -81.00        7.3240
 121   5   61.00  -81.00        7.3240
 122   5   63.00  -81.00        6.8561
 123   5   65.00  -81.00        6.3883
 124   5   67.00  -81.00        6.3883
 125   5   69.00  -81.00        6.3883
 126   5   71.00  -81.00        6.3883
 127   5   73.00  -81.00        5.0324
 128   5   75.00  -81.00        5.0324
 129   5   77.00  -81.00        5.0324
 130   5   79.00  -81.00        5.0324
 131   5   81.00  -81.00        4.9593
 132   5   83.00  -81.00        4.8863
 133   5   85.00  -81.00        4.8863
 134   5   87.00  -81.00        4.8863
 135   5   89.00  -81.00        4.8863
 136   5   91.00  -81.00        4.1423
 137   5   93.00  -81.00        4.1423
 138   5   95.00  -81.00        4.1423
 139   5   97.00  -81.00        4.1423
 140   5   99.00  -81.00        4.0367
 141   5  101.00  -81.00        3.9310
 142   5  103.00  -81.00        3.9310
 143   5  105.00  -81.00        3.9310
 144   5  107.00  -81.00        3.9310
 145   5  109.00  -81.00        4.1121
 146   5  111.00  -81.00        4.1121
 147   5  113.00  -81.00        4.1121
 148   5  115.00  -81.00        4.1121
 149   5  117.00  -81.00        4.0952
 150   5  119.00  -81.00        4.0783
 151   5  121.00  -81.00        4.0783
 152   5  123.00  -81.00        4.0783
 153   5  125.00  -81.00        4.0783
 154   5  127.00  -81.00        3.6461
 155   5  129.00  -81.00        3.6461
 156   5  131.00  -81.00        3.6461
 157   5  133.00  -81.00        3.6461
 158   5  135.00  -81.00        3.3784
 159   5  137.00  -81.00        3.1106
 160   5  139.00  -81.00        3.1106
 161   5  141.00  -81.00        3.1106
 162   5  143.00  -81.00        3.1106
 163   5  145.00  -81.00        2.5002
 164   5  147.00  -81.00        2.5002
 165   5  149.00  -81.00        2.5002
 166   5  151.00  -81.00        2.5002
 167   5  153.00  -81.00        1.8416
 168   5  155.00  -81.00        1.1831
 169   5  157.00  -81.00        1.1831
 170   5  159.00  -81.00        1.1831
 171   5  161.00  -81.00        1.1831
 172   5  163.00  -81.00        0.1964
 173   5  165.00  -81.00        0.1964
 174   5  167.00  -81.00        0.1964
 175   5  169.00  -81.00        0.1964
 176   5  171.00  -81.00        0.5562
 177   5  173.00  -81.00        0.9159
 178   5  175.00  -81.00        0.9159
 179   5  177.00  -81.00        0.9159
 180   5  179.00  -81.00        0.9159
   1   6 -179.00  -79.00       -0.9703
   2   6 -177.00  -79.00       -0.9703
   3   6 -175.00  -79.00       -0.9703
   4   6 -173.00  -79.00       -0.9703
   5   6 -171.00  -79.00       -1.4994
   6   6 -169.00  -79.00       -2.0285
   7   6 -167.00  -79.00       -2.0285
   8   6 -165.00  -79.00       -2.0285
   9   6 -163.00  -79.00       -2.0285
  10   6 -161.00  -79.00       -3.2648
  11   6 -159.00  -79.00       -3.2648
  12   6 -157.00  -79.00       -3.2648
  13   6 -155.00  -79.00       -3.2648
  14   6 -153.00  -79.00       -2.5150
  15   6 -151.00  -79.00       -1.7653
  16   6 -149.00  -79.00       -1.7653
  17   6 -147.00  -79.00       -1.7653
  18   6 -145.00  -79.00       -1.7653
  19   6 -143.00  -79.00       -0.9802
  20   6 -141.00  -79.00       -0.9802
  21   6 -139.00  -79.00       -0.9802
  22   6 -137.00  -79.00       -0.9802
  23   6 -135.00  -79.00       -0.3219
  24   6 -133.00  -79.00        0.3363
  25   6 -131.00  -79.00        0.3363
  26   6 -129.00  -79.00        0.3363
  27   6 -127.00  -79.00        0.3363
  28   6 -125.00  -79.00        0.0497
  29   6 -123.00  -79.00        0.0497
  30   6 -121.00  -79.00        0.0497
  31   6 -119.00  -79.00        0.0497
  32   6 -117.00  -79.00        0.3324
  33   6 -115.00  -79.00        0.6150
  34   6 -113.00  -79.00        0.6150
  35   6 -111.00  -79.00        0.6150
  36   6 -109.00  -79.00        0.6150
  37   6 -107.00  -79.00        2.4128
  38   6 -105.00  -79.00        2.4128
  39   6 -103.00  -79.00        2.4128
  40   6 -101.00  -79.00        2.4128
  41   6  -99.00  -79.00        2.7617
  42   6  -97.00  -79.00        3.1107
  43   6  -95.00  -79.00        3.1107
  44   6  -93.00  -79.00        3.1107
  45   6  -91.00  -79.00        3.1107
  46   6  -89.00  -79.00        3.4125
  47   6  -87.00  -79.00        3.4125
  48   6  -85.00  -79.00        3.4125
  49   6  -83.00  -79.00        3.4125
  50   6  -81.00  -79.00        3.8653
  51   6  -79.00  -79.00        4.3181
  52   6  -77.00  -79.00        4.3181
  53   6  -75.00  -79.00        4.3181
  54   6  -73.00  -79.00        4.3181
  55   6  -71.00  -79.00        6.3601
  56   6  -69.00  -79.00        6.3601
  57   6  -67.00  -79.00        6.3601
  58   6  -65.00  -79.00        6.3601
  59   6  -63.00  -79.00        7.0648
  60   6  -61.00  -79.00        7.7694
  61   6  -59.00  -79.00        7.7694
  62   6  -57.00  -79.00        7.7694
  63   6  -55.00  -79.00        7.7694
  64   6  -53.00  -79.00        6.9713
  65   6  -51.00  -79.00        6.9713
  66   6  -49.00  -79.00        6.9713
  67   6  -47.00  -79.00        6.9713
  68   6  -45.00  -79.00        6.2389
  69   6  -43.00  -79.00        5.5066
  70   6  -41.00  -79.00        5.5066
  71   6  -39.00  -79.00        5.5066
  72   6  -37.00  -79.00        5.5066
  73   6  -35.00  -79.00        4.4910
  74   6  -33.00  -79.00        4.4910
  75   6  -31.00  -79.00        4.4910
  76   6  -29.00  -79.00        4.4910
  77   6  -27.00  -79.00        3.4182
  78   6  -25.00  -79.00        2.3455
  79   6  -23.00  -79.00        2.3455
  80   6  -21.00  -79.00        2.3455
  81   6  -19.00  -79.00        2.3455
  82   6  -17.00  -79.00        0.5282
  83   6  -15.00  -79.00        0.5282
  84   6  -13.00  -79.00        0.5282
  85   6  -11.00  -79.00        0.5282
  86   6   -9.00  -79.00        0.6447
  87   6   -7.00  -79.00        0.7612
  88   6   -5.00  -79.00        0.7612
  89   6   -3.00  -79.00        0.7612
  90   6   -1.00  -79.00        0.7612
  91   6    1.00  -79.00        1.7179
  92   6    3.00  -79.00        1.7179
  93   6    5.00  -79.00        1.7179
  94   6    7.00  -79.00        1.7179
  95   6    9.00  -79.00        1.8974
  96   6   11.00  -79.00        2.0768
  97   6   13.00  -79.00        2.0768
  98   6   15.00  -79.00        2.0768
  99   6   17.00  -79.00        2.0768
 100   6   19.00  -79.00        2.1674
 101   6   21.00  -79.00        2.1674
 102   6   23.00  -79.00        2.1674
 103   6   25.00  -79.00        2.1674
 104   6   27.00  -79.00        2.1309
 105   6   29.00  -79.00        2.0943
 106   6   31.00  -79.00        2.0943
 107   6   33.00  -79.00        2.0943
 108   6   35.00  -79.00        2.0943
 109   6   37.00  -79.00        4.1669
 110   6   39.00  -79.00        4.1669
 111   6   41.00  -79.00        4.1669
 112   6   43.00  -79.00        4.1669
 113   6   45.00  -79.00        5.3292
 114   6   47.00  -79.00        6.4916
 115   6   49.00  -79.00        6.4916
 116   6   51.00  -79.00        6.4916
 117   6   53.00  -79.00        6.4916
 118   6   55.00  -79.00        7.2418
 119   6   57.00  -79.00        7.2418
 120   6   59.00  -79.00        7.2418
 121   6   61.00  -79.00        7.2418
 122   6   63.00  -79.00        6.6517
 123   6   65.00  -79.00        6.0617
 124   6   67.00  -79.00        6.0617
 125   6   69.00  -79.00        6.0617
 126   6   71.00  -79.00        6.0617
 127   6   73.00  -79.00        4.6835
 128   6   75.00  -79.00        4.6835
 129   6   77.00  -79.00        4.6835
 130   6   79.00  -79.00        4.6835
 131   6   81.00  -79.00        4.5225
 132   6   83.00  -79.00        4.3616
 133   6   85.00  -79.00        4.3616
 134   6   87.00  -79.00        4.3616
 135   6   89.00  -79.00        4.3616
 136   6   91.00  -79.00        3.8281
 137   6   93.00  -79.00        3.8281
 138   6   95.00  -79.00        3.8281
 139   6   97.00  -79.00        3.8281
 140   6   99.00  -79.00        3.8282
 141   6  101.00  -79.00        3.8283
 142   6  103.00  -79.00        3.8283
 143   6  105.00  -79.00        3.8283
 144   6  107.00  -79.00        3.8283
 145   6  109.00  -79.00        3.8170
 146   6  111.00  -79.00        3.8170
 147   6  113.00  -79.00        3.8170
 148   6  115.00  -79.00        3.8170
 149   6  117.00  -79.00        3.8000
 150   6  119.00  -79.00        3.7831
 151   6  121.00  -79.00        3.7831
 152   6  123.00  -79.00        3.7831
 153   6  125.00  -79.00        3.7831
 154   6  127.00  -79.00        3.7235
 155   6  129.00  -79.00        3.7235
 156   6  131.00  -79.00        3.7235
 157   6  133.00  -79.00        3.7235
 158   6  135.00  -79.00        3.5873
 159   6  137.00  -79.00        3.4510
 160   6  139.00  -79.00        3.4510
 161   6  141.00  -79.00        3.4510
 162   6  143.00  -79.00        3.4510
 163   6  145.00  -79.00        2.7405
 164   6  147.00  -79.00        2.7405
 165   6  149.00  -79.00        2.7405
 166   6  151.00  -79.00        2.7405
 167   6  153.00  -79.00        2.0502
 168   6  155.00  -79.00        1.3600
 169   6  157.00  -79.00        1.3600
 170   6  159.00  -79.00        1.3600
 171   6  161.00  -79.00        1.3600
 172   6  163.00  -79.00        0.7930
 173   6  165.00  -79.00        0.7930
 174   6  167.00  -79.00        0.7930
 175   6  169.00  -79.00        0.7930
 176   6  171.00  -79.00        0.6757
 177   6  173.00  -79.00        0.5584
 178   6  175.00  -79.00        0.5584
 179   6  177.00  -79.00        0.5584
 180   6  179.00  -79.00        0.5584
   1   7 -179.00  -77.00       -0.7087
   2   7 -177.00  -77.00       -0.7087
   3   7 -175.00  -77.00       -0.7087
   4   7 -173.00  -77.00       -0.7087
   5   7 -171.00  -77.00       -0.2763
   6   7 -169.00  -77.00        0.1561
   7   7 -167.00  -77.00        0.1561
   8   7 -165.00  -77.00        0.1561
   9   7 -163.00  -77.00        0.1561
  10   7 -161.00  -77.00       -0.6404
  11   7 -159.00  -77.00       -0.6404
  12   7 -157.00  -77.00       -0.6404
  13   7 -155.00  -77.00       -0.6404
  14   7 -153.00  -77.00       -0.4096
  15   7 -151.00  -77.00       -0.1787
  16   7 -149.00  -77.00       -0.1787
  17   7 -147.00  -77.00       -0.1787
  18   7 -145.00  -77.00       -0.1787
  19   7 -143.00  -77.00        0.0274
  20   7 -141.00  -77.00        0.0274
  21   7 -139.00  -77.00        0.0274
  22   7 -137.00  -77.00        0.0274
  23   7 -135.00  -77.00        0.4189
  24   7 -133.00  -77.00        0.8104
  25   7 -131.00  -77.00        0.8104
  26   7 -129.00  -77.00        0.8104
  27   7 -127.00  -77.00        0.8104
  28   7 -125.00  -77.00        0.1519
  29   7 -123.00  -77.00        0.1519
  30   7 -121.00  -77.00        0.1519
  31   7 -119.00  -77.00        0.1519
  32   7 -117.00  -77.00        0.1946
  33   7 -115.00  -77.00        0.2374
  34   7 -113.00  -77.00        0.2374
  35   7 -111.00  -77.00        0.2374
  36   7 -109.00  -77.00        0.2374
  37   7 -107.00  -77.00        1.8677
  38   7 -105.00  -77.00        1.8677
  39   7 -103.00  -77.00        1.8677
  40   7 -101.00  -77.00        1.8677
  41   7  -99.00  -77.00        2.2445
  42   7  -97.00  -77.00        2.6213
  43   7  -95.00  -77.00        2.6213
  44   7  -93.00  -77.00        2.6213
  45   7  -91.00  -77.00        2.6213
  46   7  -89.00  -77.00        3.6612
  47   7  -87.00  -77.00        3.6612
  48   7  -85.00  -77.00        3.6612
  49   7  -83.00  -77.00        3.6612
  50   7  -81.00  -77.00        4.0346
  51   7  -79.00  -77.00        4.4079
  52   7  -77.00  -77.00        4.4079
  53   7  -75.00  -77.00        4.4079
  54   7  -73.00  -77.00        4.4079
  55   7  -71.00  -77.00        5.3423
  56   7  -69.00  -77.00        5.3423
  57   7  -67.00  -77.00        5.3423
  58   7  -65.00  -77.00        5.3423
  59   7  -63.00  -77.00        6.0472
  60   7  -61.00  -77.00        6.7521
  61   7  -59.00  -77.00        6.7521
  62   7  -57.00  -77.00        6.7521
  63   7  -55.00  -77.00        6.7521
  64   7  -53.00  -77.00        4.9411
  65   7  -51.00  -77.00        4.9411
  66   7  -49.00  -77.00        4.9411
  67   7  -47.00  -77.00        4.9411
  68   7  -45.00  -77.00        4.7365
  69   7  -43.00  -77.00        4.5319
  70   7  -41.00  -77.00        4.5319
  71   7  -39.00  -77.00        4.5319
